episode_id,query0,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74
89,0,3,3,3,3,3,3,2,0,3,3,4,3,1,3,1,1,3,2,3,3,3,3,3,3,0,1,0,1,3,3,3,3,3,2,3,3,3,2,3,0,1,3,3,3,3,3,1,3,2,3,3,2,3,3,3,0,0,3,3,3,2,0,1,1,3,4,3,3,3,3,2,3,3,2
90,2,3,0,2,0,2,2,2,1,3,2,0,0,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,0,0,2,0,2,2,0,0,3,2,0,0,2,2,3,0,2,2,2,2,2,0,0,1,0,2,2,2,2,2,0,0,0,0,0,0,2,2,1,2,2,2,2,1,2
91,0,0,0,4,1,0,3,1,3,2,0,2,1,0,2,2,3,0,4,2,1,3,0,0,1,0,2,4,0,3,0,3,0,3,3,4,3,0,3,4,0,0,1,3,0,3,0,0,0,0,2,3,3,1,2,1,4,3,2,3,3,0,2,3,1,4,1,3,2,0,3,3,3,0,1
92,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,4,1,3,1,1,1,1,1,3,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
93,3,2,3,4,3,1,2,2,2,2,0,3,2,3,2,2,2,1,3,2,0,3,2,2,3,3,3,0,2,0,3,2,3,2,3,3,3,3,2,2,2,2,2,2,1,2,3,2,3,0,2,3,2,3,2,3,0,2,2,3,2,2,3,0,3,2,3,2,2,3,2,3,3,2,3
94,4,0,2,0,0,3,2,2,2,0,0,3,0,4,4,3,3,4,2,4,3,3,0,2,0,3,2,4,3,4,4,4,2,4,4,4,4,4,4,0,4,3,4,4,0,4,3,3,2,4,4,4,0,0,4,4,4,2,3,3,3,2,4,2,4,4,4,4,2,4,3,4,2,0,2
95,3,1,4,4,2,1,1,4,1,3,1,2,1,1,3,2,1,1,0,3,3,0,1,0,0,4,1,0,1,4,1,1,1,1,1,1,1,0,1,4,1,4,1,4,4,3,4,4,2,3,3,1,3,4,0,0,3,2,1,3,4,2,1,2,3,1,4,1,3,4,0,4,0,2,1
96,1,0,1,1,1,1,3,4,3,0,4,1,1,0,4,4,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,2,3,1,0,1,0,1,1,4,1,1,1,0,0,1,2,2,1,1,0,2,1,1,0,1,1,1,1,0,1,1,1,1,1,4,0,1,1,4,1,1,4,1,0
97,0,3,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,3,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,1,2,2,0,0,0,4,2,0,0,0,0,4,0,0,4,3,0,2,0,4,0,0,2,0,0
98,3,3,0,1,1,3,3,0,0,0,3,3,3,3,0,4,3,4,4,0,3,0,0,0,3,0,0,1,0,3,3,3,3,0,0,0,4,3,1,0,3,3,3,0,3,0,0,0,3,3,0,3,4,3,3,3,3,0,0,0,0,3,0,0,3,3,3,0,3,0,3,1,4,4,0
99,1,0,0,1,0,1,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,4,0,0,0,0,0,0,4,3,0,0,4,0,0,3,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
100,3,0,4,0,0,0,0,3,4,0,4,0,0,0,3,0,3,4,4,0,4,0,1,4,4,2,4,2,3,3,0,1,1,2,4,0,0,1,2,4,0,0,4,0,4,0,0,1,2,1,4,0,3,0,3,0,1,3,4,4,3,4,2,3,4,4,4,4,3,4,1,3,3,0,0
101,0,1,0,4,4,4,4,4,4,3,4,4,3,1,4,4,1,4,4,3,0,4,4,0,1,1,4,0,3,4,4,4,0,3,1,4,3,4,0,4,4,4,1,4,4,3,0,4,0,4,3,4,1,4,0,0,0,4,0,4,4,4,0,3,4,1,0,3,4,0,4,4,2,1,0
102,3,3,2,1,4,2,2,2,2,2,1,4,0,2,0,2,4,1,2,2,4,1,2,1,4,4,1,1,3,1,2,2,1,3,3,2,2,2,1,2,4,2,2,1,3,3,3,4,2,2,4,2,1,2,4,4,2,2,2,3,1,4,3,3,2,2,4,2,1,1,3,2,3,4,3
103,4,2,0,2,1,0,1,1,1,1,1,1,2,2,4,4,4,1,1,2,0,2,1,0,4,2,1,0,4,4,1,1,2,0,0,1,1,1,2,1,1,4,1,1,1,4,4,3,1,2,2,1,0,1,2,0,4,1,2,4,1,2,0,0,1,1,2,2,4,1,2,2,1,1,1
104,3,0,3,3,3,0,3,0,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,1,0,0,3,0,0,2,3,0,3,3,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,0,3,3,0,3,3,3,3,3,3,3,3,1,3,3,3
105,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
106,2,2,0,2,2,2,3,2,2,2,0,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,0,2,2,2,3,0,2,2,1,2,2,2,2,2,2,2,2,0,0,2
107,1,2,3,2,2,3,1,2,2,1,1,3,2,2,2,2,4,3,3,1,2,3,3,1,3,1,2,4,1,2,3,3,2,3,2,3,1,2,2,2,1,3,0,2,3,1,1,2,1,2,2,4,3,2,3,4,2,1,2,2,3,1,3,2,2,1,0,3,3,2,1,2,3,2,1
108,0,3,0,2,0,1,4,2,0,0,0,3,0,2,0,4,2,2,2,0,3,0,4,2,3,4,4,0,2,4,0,1,0,3,1,1,3,0,3,0,2,2,3,1,2,2,2,2,4,0,3,2,1,3,0,2,0,2,3,2,1,3,3,0,4,3,0,2,2,2,3,3,0,3,1
109,1,4,3,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,4,4,2,4,4,4,1,4,0,4,4,4,4,4,3,4,4,4,0,1,4,4,0,4,4,4,4,4,0,4,4,4,4,1,4,1,0,4,4,4,0,4,0,4,0,2,4,4,4
110,0,2,3,1,0,0,3,0,0,3,3,3,0,2,0,0,0,3,2,4,3,1,3,0,0,4,1,3,0,3,0,0,0,1,3,0,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,0,1,3,2,0,3,0,0,0,3,3,3,0,0,0,3,0,0,0,2,0,2,0
111,1,1,1,3,4,3,4,1,1,4,1,2,3,1,1,1,1,1,3,3,2,2,2,4,1,1,1,1,3,1,4,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,0,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,3,1,1,1
112,1,0,4,4,3,3,3,2,0,0,2,0,0,3,3,0,4,0,4,0,4,0,0,3,4,3,0,0,0,1,4,3,3,0,3,4,4,3,3,3,2,2,2,2,0,3,1,2,4,3,2,4,3,3,1,3,3,3,3,2,2,3,3,3,3,0,4,0,0,3,4,4,4,3,3
113,1,1,1,1,3,0,4,0,0,1,0,1,0,2,2,1,1,2,1,4,1,1,4,2,2,3,2,3,2,0,1,1,1,0,1,1,4,4,1,1,4,0,4,1,3,3,2,0,2,1,0,1,1,1,1,2,1,0,1,2,1,1,4,2,0,2,2,1,4,4,1,1,3,4,1
114,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,4,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,4,1,2,4,2,2,1,2,1,1,4,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1
115,1,1,1,4,2,2,2,0,2,3,1,2,2,1,2,1,0,2,2,0,1,2,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,3,2,2,1,1,1,2,2,0,2,3,4,1,1,2,1,1,2,3,0,2,4,2,3,0,4,1,0,3,4,1,1,1,2,1,2,1,2
116,0,3,0,3,4,4,4,1,4,4,4,4,2,1,1,4,3,1,3,4,4,1,1,4,1,0,4,0,3,2,3,4,4,1,2,3,0,4,1,3,4,2,0,3,4,4,4,4,4,4,1,4,3,1,1,4,3,1,3,4,1,1,1,3,1,3,1,0,3,0,4,1,4,1,4
117,0,2,0,0,2,0,0,4,0,0,0,4,0,0,0,1,1,0,0,2,0,0,4,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,2,4,4,4,1,0,0,0,2,0,0,4,4,4,2,4,0,1,0,0,1,1,0,1,2,0,0,1,0,4,0,4,1,0,0,4
118,4,2,4,2,0,0,2,4,2,4,4,2,4,3,4,4,2,4,2,4,4,3,4,4,4,2,0,4,2,4,4,4,2,2,4,4,4,0,2,4,4,0,4,0,4,4,4,4,2,0,0,0,2,4,0,4,4,2,4,0,2,4,4,4,0,4,2,3,4,4,4,0,2,4,4
119,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3
120,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,0,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,4,4,1,4,4,4,4,3,1,1,4,4,1,1,0,4,4,4
121,4,4,2,4,3,4,2,2,1,4,2,0,4,3,0,0,2,1,4,4,4,4,3,4,4,2,4,3,4,0,3,4,3,4,4,1,4,0,4,3,4,4,3,3,4,2,4,3,3,0,3,4,3,3,0,4,4,4,3,3,4,4,0,4,2,4,4,4,4,4,3,2,4,1,3
122,1,4,0,0,3,3,3,1,3,3,2,3,3,2,0,4,0,3,2,2,4,3,1,4,4,4,0,1,3,3,3,3,3,3,2,3,4,3,3,3,4,0,2,4,1,2,0,3,3,3,3,4,4,4,2,4,0,3,0,3,3,0,4,3,3,4,3,3,3,3,4,3,4,2,3
123,4,2,1,4,1,4,1,4,1,3,3,4,4,4,4,4,1,4,3,4,4,4,4,4,4,3,4,1,4,3,4,3,1,1,4,4,1,1,3,4,4,1,0,0,4,1,0,4,3,1,1,4,3,3,3,4,4,4,4,1,3,4,0,0,1,1,4,3,4,0,1,3,4,1,3
124,1,0,0,1,0,2,2,2,2,0,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,0,2,2,1,0,0,0,2,2,1,2,2,2,2,0,1,0,2,0,2,2,1,4,2,2,2,2,2,1,2,0,2,0,2,4,2,2,2,1
125,0,1,0,1,0,0,1,0,1,2,1,2,0,0,0,1,1,1,0,1,0,2,2,0,2,2,0,0,1,1,2,2,2,0,0,0,2,2,1,0,1,1,1,2,2,1,2,0,2,0,0,0,2,0,1,1,2,2,2,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,2
126,4,1,4,1,0,1,4,3,4,4,1,1,0,4,4,1,1,1,1,1,4,0,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,4,4,1,4,4,1,1,1,4,1,3,3,4,1,1,4,4,4,4,4,1,4,1,1,4,1,1,1,0,4,4,1,4
127,4,2,2,4,2,2,2,2,2,4,2,2,2,4,0,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,2,2,4,3,2,4,4,2,4,4,4,4,2,2,4,3,4,0,2,4,2,4,0,4,4,2,4,3,2,0,3,2,2,4,2,2,4
128,4,2,1,2,4,2,2,4,2,2,4,4,2,2,2,2,2,2,2,2,4,2,3,2,2,2,2,3,2,2,2,1,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,2,4,4,2,3,2,3,2,4,2,2,2,2,4,1,2,1,2,2,4,3,2,2
129,1,1,2,2,1,2,0,2,0,1,1,0,0,1,2,1,2,0,0,2,1,3,2,2,2,2,1,0,0,1,1,0,2,1,3,1,2,0,3,2,0,1,0,2,2,2,2,0,1,0,1,0,0,3,2,0,1,1,1,0,1,0,2,2,2,3,1,1,0,0,1,2,1,1,1
130,1,3,3,1,3,3,1,3,1,3,3,3,3,3,0,0,2,0,2,4,3,4,0,3,3,3,1,1,3,3,0,3,1,3,1,2,0,4,3,3,2,0,1,3,0,3,0,1,1,1,3,0,1,0,0,3,0,1,3,2,3,1,3,3,3,0,1,2,0,3,3,3,0,3,3
131,2,2,1,2,1,3,3,3,3,3,2,3,2,3,3,3,1,0,2,2,3,4,2,2,1,1,3,3,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,4,2,2,3,4,2,3,2,3,3,3,3,2,2,2,3,2,2,2,2,3,3,2,2,3,4,3,1,3,3
132,3,0,4,4,0,1,0,0,1,1,4,3,0,1,0,4,4,3,0,3,1,4,1,0,4,0,3,4,4,4,4,4,1,4,0,0,3,4,0,0,4,0,3,1,4,4,1,0,4,3,4,0,3,3,1,0,4,3,1,4,3,4,4,0,4,1,0,3,1,0,1,3,0,0,4
133,0,4,0,0,4,4,4,3,4,4,0,4,3,4,4,0,4,4,4,4,4,3,2,0,4,4,4,3,0,4,4,4,4,4,4,4,4,2,0,4,4,4,4,4,4,4,3,4,2,4,4,4,4,0,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,2,4,3
134,2,2,4,4,4,4,2,2,1,4,2,4,4,2,4,4,2,2,4,1,4,2,2,2,4,4,4,4,4,4,4,4,2,4,2,0,3,2,4,4,4,2,4,4,4,4,4,2,4,4,4,2,0,4,2,4,4,4,2,4,2,4,1,4,2,4,4,1,4,2,4,2,4,4,2
135,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,0,2,0,2,3,4,0,2,2,2,3,0,3,2,2,2,0,2,2,1,2,2,0,2,2,2,2,0,2,3,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,1,2,2,0,2,2,2,2,0,2,0,2,0
136,0,3,1,1,4,4,0,4,1,1,0,4,1,4,1,1,1,1,1,0,4,3,4,4,3,1,4,1,4,4,1,1,4,1,1,0,1,4,0,1,0,4,1,1,0,1,3,1,4,1,0,4,3,1,1,4,1,1,0,1,3,0,1,1,1,1,4,1,1,1,1,1,1,1,0
137,1,1,0,1,4,2,1,1,1,0,0,1,1,3,0,0,0,1,1,1,0,1,0,3,4,0,1,0,3,1,4,0,1,1,1,0,1,1,0,0,1,1,3,0,4,1,2,1,1,1,0,4,0,1,3,1,1,0,0,4,1,0,1,1,4,0,1,1,1,1,1,1,1,0,0
138,1,3,3,3,0,1,3,2,4,3,3,3,3,3,3,3,1,3,3,3,1,1,1,1,0,2,3,3,3,0,1,0,2,3,1,0,1,1,0,2,3,1,0,1,4,3,4,3,2,3,1,1,3,2,3,1,4,1,3,3,3,1,3,1,3,0,3,3,1,0,1,3,1,4,0
139,0,2,0,0,4,2,0,1,4,4,4,4,4,0,0,4,4,0,4,4,4,0,1,1,2,1,1,4,1,0,3,4,0,4,0,1,4,4,4,4,4,4,2,4,4,4,4,0,1,4,4,0,4,1,0,4,4,4,4,2,4,0,2,4,2,0,4,4,0,4,4,4,4,1,0
140,0,3,4,3,3,1,1,0,2,3,2,3,2,3,2,2,0,3,2,4,2,3,0,3,2,0,0,2,3,2,3,3,0,3,2,4,2,3,2,0,1,3,0,3,3,2,3,2,0,3,3,0,2,2,3,3,2,3,3,4,0,3,2,0,4,2,3,3,3,3,3,0,4,2,3
141,1,0,4,4,1,1,1,0,1,1,1,4,4,0,0,0,0,0,0,2,1,4,0,2,0,3,0,0,0,4,3,0,0,1,1,0,0,0,0,4,0,4,4,1,0,0,0,1,1,0,1,1,1,1,4,1,4,1,4,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,4
142,0,1,1,0,3,1,1,0,1,4,0,0,2,2,2,2,2,1,2,2,1,3,0,1,2,4,3,1,0,4,4,3,1,3,1,0,3,0,3,3,1,0,1,2,2,0,2,2,2,3,2,0,3,0,2,0,1,1,2,3,3,1,1,0,1,1,2,0,2,2,3,2,0,1,3
143,4,4,4,4,0,0,4,0,4,0,0,4,4,4,4,4,0,4,4,4,2,4,4,4,2,4,0,4,4,0,2,2,2,4,4,2,4,4,4,4,4,4,0,4,4,4,4,0,0,4,4,2,4,4,4,4,0,0,4,4,2,4,4,4,0,4,4,2,4,4,4,4,4,4,4
144,2,1,2,0,1,1,1,1,0,1,1,1,1,0,1,0,3,1,0,3,1,1,2,0,0,1,3,1,3,1,1,1,1,1,2,1,2,1,1,2,0,2,1,1,1,1,1,0,1,3,1,1,0,0,0,1,1,3,1,1,2,1,0,1,1,1,0,3,2,1,3,2,3,1,2
145,1,1,4,4,1,4,4,1,1,4,4,1,1,4,4,1,4,1,1,1,1,4,1,4,4,1,4,4,1,1,4,1,4,1,4,1,1,4,1,4,1,1,4,1,4,1,4,1,0,4,4,4,1,4,1,2,1,4,4,1,1,4,4,1,1,1,2,1,4,1,1,4,1,1,1
146,0,0,4,0,0,4,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,4,4,4,4,0,0,4,0,4,0,4,0,0,4,0,0,4,4,0,0,4,0,0,4,2,0,0,0,4,0,0,4,4,4,4,0,4,0,0,4,0,0,4,0,0,4,4,4,0,0,4,4,4,4
147,4,4,4,1,3,4,4,4,4,3,4,4,4,3,4,4,3,4,1,0,0,4,4,3,2,3,3,3,0,4,4,4,4,2,4,4,4,4,4,4,1,4,4,2,2,4,0,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,2,4,4,4,2,4,4,3,1,3,4,4
148,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,1,1,3,3,2,3,3,1,3,2,3,3,3,4,3,1,3,3,3,3,4,3,1,1,3,3,3,3,1,3,4,3,3,3,3,1,3,1,3,3,1,1,1,2,3,3,4,1,1,3,3,3,3,3,3
149,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,1,0,2,0,2,0,0,4,0,0,0,2,0,0
150,1,1,1,3,1,1,2,1,0,1,1,3,1,1,1,1,3,0,1,0,1,1,1,1,4,0,1,1,1,3,3,1,1,1,0,1,1,2,1,1,0,1,3,1,1,0,3,0,3,3,1,1,1,3,0,1,1,1,0,1,1,3,0,1,1,1,3,3,1,1,0,3,1,1,1
151,2,1,2,1,2,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,4,2,1,2,2,3,2,1,2,3,1,2,2,2,2,3,2,1,2,2,3,2,1,2,1,3,2,2,1,1,2,2,2,2,2,3
152,0,1,1,4,1,1,4,1,0,1,1,1,0,0,0,1,0,1,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,4,0,1,0,1,0,0,1,1,1,4,1,0,4,4,4,1,0,1,0,4,0,0,1,4,1,1,1,0,1,1,4,0,0,0,0
153,2,3,4,2,0,2,1,3,4,1,4,3,1,1,3,2,4,0,0,3,0,3,4,0,1,0,2,3,2,3,0,2,2,2,0,1,4,0,1,3,0,0,0,0,1,2,0,2,0,0,2,0,4,0,2,3,4,0,1,0,4,2,0,2,3,0,3,3,1,3,4,2,2,2,3
154,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0,2,4,2,2,2,0,2,2,2,2,2,2,4,2,3,2,2,3,0,0,2,2,2
155,4,3,2,3,2,3,0,1,3,1,3,4,1,1,4,3,1,3,3,1,2,3,3,1,3,1,2,1,3,1,1,4,1,1,4,1,3,1,3,1,3,1,2,0,3,1,0,2,1,4,0,1,1,3,1,1,3,1,1,1,1,3,1,3,1,4,1,1,3,2,1,4,1,1,3
156,3,3,2,3,0,0,3,1,2,3,0,0,3,2,0,0,0,0,0,0,3,2,0,0,0,2,0,3,0,3,3,3,0,2,3,0,0,0,2,1,0,3,3,3,2,1,0,0,3,0,2,4,0,4,0,3,2,0,2,2,2,3,3,3,2,0,1,1,3,0,0,1,2,2,3
157,1,4,1,0,1,4,0,1,3,4,0,3,4,2,3,2,3,4,4,2,3,2,1,1,3,4,1,4,3,4,1,4,2,2,4,2,0,1,3,4,4,4,1,4,0,4,1,3,1,3,1,4,1,4,4,3,0,0,3,0,1,1,2,2,4,4,0,3,3,2,1,3,3,4,2
158,1,0,4,3,0,0,4,0,1,4,0,0,4,1,4,1,0,1,4,4,1,0,4,4,0,0,4,4,0,1,1,0,4,0,4,4,0,1,0,4,0,1,4,1,0,4,4,0,0,4,3,0,4,4,4,4,1,0,0,1,0,0,4,1,0,3,4,4,0,4,0,1,4,3,1
159,1,0,1,4,1,4,1,4,4,4,3,1,1,1,1,4,4,1,4,1,1,1,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,3,1,4,1,4,1,4,1,1,4,4,4,1,4,1,4,4
160,1,1,4,1,1,3,1,0,1,4,1,0,2,1,2,1,0,1,4,1,3,0,0,2,1,1,3,4,1,2,1,3,1,1,1,4,1,4,2,4,0,1,4,4,4,2,1,3,0,1,2,3,4,4,1,1,1,4,1,1,3,2,1,3,1,4,1,0,2,4,2,2,4,2,1
161,4,4,2,0,4,1,4,2,4,0,0,4,1,4,4,1,0,0,0,2,1,2,4,2,4,0,2,4,4,2,0,4,0,4,0,4,2,1,1,0,2,1,3,1,4,4,3,0,4,0,4,1,2,4,2,4,4,2,0,4,0,4,1,4,2,2,0,2,1,1,0,0,4,2,4
162,1,3,3,3,1,3,1,1,3,1,1,1,3,1,1,1,1,2,3,1,3,1,1,1,1,1,1,0,2,1,2,1,1,1,1,3,3,3,1,1,3,2,3,3,1,1,3,1,3,2,1,1,3,2,1,3,1,1,1,2,1,1,1,3,1,3,1,3,1,3,1,3,3,1,1
163,2,4,1,2,4,1,3,1,3,3,1,1,1,4,3,1,1,3,3,3,1,2,0,1,4,1,1,4,1,3,1,2,2,4,4,1,0,2,2,2,3,1,3,2,1,4,1,1,2,1,3,4,3,1,1,1,2,1,4,4,4,1,0,4,3,2,4,4,1,4,1,1,4,2,1
164,1,3,0,4,4,2,4,1,4,2,0,1,1,0,4,4,1,4,1,4,3,3,4,3,4,2,0,4,1,1,4,0,4,1,4,4,0,4,4,4,3,3,3,4,4,4,2,4,1,2,3,4,4,1,4,1,0,0,4,4,4,2,4,1,4,2,3,1,4,4,0,1,2,3,1
165,4,3,0,0,4,0,3,4,3,4,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,3,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,3,0,0,0,4,3,3,4,3,0,0,3,4,3,0,0,0,3,0,0,0,0,0,0
166,3,1,3,3,3,3,3,0,2,1,3,1,3,3,3,3,3,3,1,1,3,3,3,3,1,1,3,3,1,1,3,3,3,0,3,4,3,1,3,3,3,2,3,4,1,3,3,1,3,4,3,3,1,3,3,3,3,3,3,3,4,3,3,4,2,3,2,3,3,4,3,3,3,2,4
167,1,4,1,1,1,4,4,3,3,1,3,3,4,3,1,3,1,1,1,0,0,0,1,0,3,3,3,3,1,4,1,0,0,0,3,4,3,0,1,3,3,1,0,3,0,1,4,4,1,4,0,3,3,1,1,4,1,1,3,3,1,0,3,3,4,4,1,4,3,1,3,4,4,4,3
168,0,2,1,1,0,0,0,3,0,2,2,2,0,1,1,1,2,2,0,2,0,0,2,1,2,2,2,0,2,1,2,0,2,2,2,0,0,0,4,2,2,2,3,2,2,2,2,0,2,0,2,4,2,2,0,2,0,2,0,2,2,2,1,0,0,2,0,2,0,2,1,0,2,0,2
169,4,2,4,2,4,0,0,4,4,4,4,4,4,0,4,4,2,4,2,4,4,4,4,0,0,4,4,4,4,4,0,2,4,2,4,0,0,4,2,4,4,0,4,2,4,4,4,4,0,4,4,4,4,2,4,0,2,4,4,4,4,4,4,0,4,4,4,0,4,0,4,4,2,4,4
170,2,2,2,2,2,2,4,2,2,3,2,2,2,1,4,2,2,1,4,2,2,2,2,2,2,2,3,2,4,0,0,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,0,2,2,4,3,1,3,2,2,2,2,2,2,2,2,3,2,2,2
171,0,4,3,3,4,4,2,0,2,4,4,0,0,0,0,4,1,0,2,2,2,0,2,1,3,3,2,0,3,0,4,0,0,0,1,3,2,3,4,4,0,2,3,3,4,1,0,0,3,0,1,3,2,2,3,0,2,0,0,0,0,3,3,4,2,0,0,2,4,0,2,0,1,3,2
172,2,2,2,0,1,4,2,1,0,2,1,3,1,0,2,0,0,0,2,0,0,2,0,2,0,2,4,1,0,1,2,1,2,1,3,1,4,2,0,2,0,0,1,0,2,0,2,0,2,0,4,0,0,0,1,4,2,2,2,1,0,0,0,0,0,2,2,2,0,0,0,0,3,2,0
173,3,2,0,3,3,3,3,3,3,3,0,3,3,3,3,4,2,3,3,0,0,3,3,3,3,0,3,3,2,4,3,3,2,3,3,3,0,1,3,3,0,3,0,4,3,3,3,4,2,3,2,3,3,3,0,0,0,0,3,0,3,3,3,0,3,0,0,3,0,3,0,3,0,3,0
174,3,3,2,2,2,2,2,1,3,3,1,1,2,1,3,1,2,3,3,1,2,3,3,3,1,2,2,3,1,1,2,3,2,2,3,2,3,2,2,3,2,1,3,2,3,3,1,2,3,1,1,3,4,1,1,2,4,2,3,3,2,2,1,1,2,1,3,2,3,2,2,2,2,3,3
175,3,2,2,0,4,1,3,3,1,3,0,3,0,1,1,3,3,1,3,3,0,3,1,3,0,4,0,4,3,0,3,0,3,0,0,2,1,0,4,4,0,0,3,1,3,0,3,2,0,0,4,1,0,4,0,4,3,3,0,3,0,0,0,0,2,0,0,1,1,0,3,3,0,0,1
176,3,4,3,4,2,1,1,4,3,4,1,4,3,4,0,4,4,4,0,4,0,0,1,1,1,4,0,4,1,1,4,2,4,0,1,1,1,0,1,0,0,0,0,3,0,2,1,3,1,1,0,4,3,1,1,0,0,3,3,4,1,2,0,4,1,0,1,4,1,3,0,1,1,3,0
177,4,0,4,2,1,0,0,0,1,1,1,0,4,0,0,0,0,4,0,1,1,3,1,0,1,0,0,0,3,0,3,1,0,4,0,1,1,0,1,1,0,0,4,0,1,4,4,0,0,1,0,0,0,4,4,0,4,4,4,0,0,4,4,0,1,4,2,2,0,1,0,4,0,0,1
178,0,1,2,0,4,4,4,2,2,0,2,0,0,4,4,4,2,4,4,0,2,0,4,4,2,2,2,0,4,0,4,0,0,4,2,2,2,0,2,2,2,1,3,0,2,2,2,0,2,0,2,4,2,4,2,2,4,0,4,2,2,0,0,2,2,0,0,0,2,2,2,3,4,2,2
