episode_id,query0,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74
89,4,3,2,3,2,3,0,4,3,3,1,2,0,0,4,2,1,3,2,0,0,0,0,2,1,4,1,4,4,3,0,4,2,1,0,2,2,1,0,0,3,2,0,1,2,2,0,2,2,1,2,0,0,3,0,2,0,2,0,1,0,3,0,0,2,4,0,2,0,0,1,1,2,0,4
90,0,2,1,0,2,2,4,2,3,1,1,3,4,0,4,3,3,1,4,1,4,3,3,4,0,3,1,4,3,2,2,2,3,0,2,3,1,2,4,0,4,3,4,1,4,2,2,1,3,1,2,0,3,1,3,3,1,2,3,1,2,2,2,2,2,2,4,2,2,3,2,3,0,2,2
91,1,3,2,3,4,1,1,2,2,2,0,3,1,3,2,3,2,1,4,4,4,2,1,1,1,1,2,3,0,4,1,2,3,1,0,1,1,1,4,2,0,1,1,0,0,1,1,1,1,1,3,1,4,3,1,0,1,2,3,3,3,3,3,2,2,1,1,3,1,2,1,1,0,0,3
92,2,4,0,2,2,4,4,2,3,4,4,4,3,2,2,2,2,0,2,0,1,1,1,4,3,4,3,3,4,2,4,1,2,2,2,3,2,3,4,3,4,3,3,4,3,4,3,4,1,1,3,3,2,1,2,3,1,3,0,2,2,3,3,0,3,1,3,0,3,3,0,3,3,4,4
93,3,2,2,4,1,0,1,0,2,0,4,0,3,3,0,3,4,0,1,2,3,1,3,2,1,4,2,2,1,3,2,4,0,1,2,0,3,4,0,1,4,3,0,0,2,0,3,2,3,0,1,1,0,3,3,0,3,0,1,0,0,4,0,1,0,1,3,3,0,3,3,2,0,2,0
94,2,4,0,4,3,1,0,2,4,4,0,2,1,0,3,0,0,4,1,3,1,4,1,3,1,0,4,4,3,4,4,4,3,3,1,2,4,4,4,1,1,3,3,4,4,4,2,4,0,4,4,0,4,4,4,4,4,2,4,0,0,3,1,2,2,3,1,1,2,2,2,1,2,4,3
95,2,4,2,3,1,0,4,2,1,1,4,2,1,0,3,1,0,4,3,0,2,1,0,4,4,2,0,2,2,2,2,1,2,4,4,3,1,1,0,2,4,4,4,3,1,0,2,4,2,3,3,2,2,0,3,0,3,1,3,2,1,1,3,3,3,4,0,1,3,1,4,0,0,4,2
96,1,1,0,3,2,1,0,3,3,1,4,3,4,4,1,4,0,4,1,2,3,3,4,4,2,2,1,0,3,1,4,4,0,4,0,1,3,4,4,4,2,4,3,3,0,1,1,1,3,3,3,4,0,0,1,1,3,4,0,0,1,4,1,4,0,1,3,3,4,0,1,2,4,4,4
97,2,4,0,4,2,2,4,0,2,2,2,3,3,4,3,0,3,1,2,2,4,0,2,2,2,0,2,0,3,3,3,3,0,4,2,0,1,2,2,2,3,4,3,2,4,3,2,0,4,2,4,3,2,3,4,4,4,0,0,4,4,4,3,1,4,0,3,4,2,3,1,2,2,2,2
98,3,4,3,4,3,3,1,2,1,2,0,4,3,1,0,0,4,4,3,1,4,1,3,3,3,2,4,1,1,1,0,1,0,1,1,1,1,2,0,3,4,0,3,1,4,3,3,1,0,1,3,2,2,3,2,1,1,0,1,2,1,1,3,0,4,2,0,4,4,0,0,2,3,3,0
99,1,4,1,2,1,2,1,3,1,1,2,3,3,1,4,3,1,3,1,4,1,2,4,0,1,0,1,0,4,1,1,1,1,2,3,4,4,0,0,3,2,2,1,4,0,4,4,2,3,0,1,1,1,1,3,2,4,3,4,1,1,1,0,4,2,2,3,3,1,2,3,2,3,4,1
100,1,2,4,4,4,0,2,1,2,4,4,2,4,4,2,2,1,2,4,2,4,4,4,4,0,0,4,0,0,2,1,1,0,4,1,0,2,2,0,2,2,0,0,0,0,4,4,0,2,1,2,1,2,0,2,2,4,4,1,4,4,0,1,4,0,2,2,0,2,0,0,4,2,4,4
101,0,4,4,3,4,3,2,3,4,1,4,1,3,4,3,4,3,3,1,2,2,2,2,3,2,3,3,3,2,3,0,0,3,1,2,0,1,2,3,4,4,3,3,4,0,3,2,3,4,1,4,3,2,0,0,4,2,1,4,2,3,4,0,1,1,3,0,0,3,1,2,4,3,4,1
102,2,2,2,4,0,0,0,4,3,0,4,1,4,0,0,3,0,2,1,4,3,1,2,3,2,2,2,2,3,0,0,3,0,2,4,4,3,1,0,1,0,4,0,1,3,0,0,3,0,2,4,0,0,3,3,2,3,1,3,3,3,0,4,0,2,3,2,0,3,2,1,0,3,4,3
103,4,3,0,4,2,4,2,2,4,0,4,0,3,4,4,4,4,0,2,2,2,3,4,3,3,3,1,2,2,4,4,2,2,2,1,3,3,2,2,0,2,3,2,2,3,2,2,3,3,4,3,2,0,3,4,2,4,3,1,0,4,3,2,4,2,0,0,1,3,0,2,1,1,0,3
104,0,0,2,3,0,2,1,2,4,0,3,2,2,4,2,2,1,2,2,1,2,0,0,3,2,0,1,1,3,2,2,0,1,2,2,4,4,2,2,2,4,2,1,2,2,2,2,2,3,4,2,2,3,1,2,4,4,4,2,0,4,3,2,3,2,4,3,2,0,0,2,1,2,2,3
105,3,4,2,1,0,3,1,0,0,0,0,3,0,3,1,1,1,1,0,0,3,3,4,1,1,0,1,3,4,0,2,3,0,4,0,0,0,1,1,0,0,0,0,3,1,0,1,2,2,2,3,1,2,0,0,4,0,3,1,1,0,1,1,4,0,0,4,1,0,1,3,0,3,4,3
106,4,2,3,3,3,0,1,3,1,2,3,3,3,1,3,3,1,1,2,1,2,0,0,4,4,1,4,4,0,2,3,3,0,3,1,0,2,0,2,3,0,1,3,2,1,0,3,3,1,1,3,0,4,1,2,4,0,1,3,0,3,4,3,3,3,1,1,3,0,3,3,1,1,3,0
107,2,0,3,4,0,2,3,4,4,3,3,0,0,3,0,0,3,0,3,4,3,0,3,0,3,3,3,4,2,3,3,3,0,0,2,0,2,3,3,3,3,4,2,0,2,4,4,2,4,2,0,0,2,3,2,2,3,2,3,2,3,4,3,2,3,2,3,3,0,2,0,2,2,0,2
108,1,2,3,3,3,0,1,1,2,0,2,1,2,3,4,2,1,0,1,0,2,2,4,2,2,3,2,1,1,3,0,1,4,2,2,2,0,1,2,3,1,0,1,3,2,0,4,1,3,1,3,0,2,0,3,3,1,3,4,2,3,4,0,3,3,2,1,2,2,0,2,2,0,2,0
109,2,1,2,3,3,4,3,2,3,2,2,1,2,4,2,2,4,1,3,2,0,1,1,4,2,4,4,0,4,1,1,4,4,4,2,0,1,0,2,3,4,4,0,3,4,1,3,3,4,1,2,3,3,3,3,4,0,1,1,3,2,1,0,0,0,3,2,4,3,4,2,0,2,3,2
110,4,0,0,2,3,4,1,4,2,3,0,4,1,3,2,0,0,1,3,1,4,3,3,1,4,0,2,4,2,1,3,4,2,2,0,4,0,3,4,2,4,1,4,3,0,3,2,0,0,1,0,4,3,1,1,2,4,3,3,3,1,4,0,4,2,0,0,0,1,3,2,3,2,4,2
111,1,1,0,1,1,1,0,4,3,2,0,4,4,0,0,0,2,3,0,1,1,1,3,3,4,3,3,4,4,2,4,0,2,2,3,3,0,3,1,0,0,2,1,1,3,4,1,4,3,0,0,4,2,0,2,1,1,0,3,4,4,1,3,4,1,4,0,0,3,0,1,1,3,0,0
112,4,4,3,4,4,4,0,2,0,0,4,3,3,2,0,2,2,1,2,3,4,4,1,3,4,1,4,2,0,4,4,0,3,3,2,2,4,4,4,1,0,4,4,3,3,1,2,4,3,4,0,0,2,0,4,0,0,4,0,4,1,1,2,4,2,4,0,1,0,4,4,0,0,4,4
113,1,4,2,4,1,3,1,2,4,4,1,0,4,0,1,3,4,0,4,0,0,0,1,1,4,2,0,4,0,2,2,0,2,3,1,3,4,3,0,1,0,0,3,2,3,2,0,3,2,0,3,4,3,3,0,4,2,4,4,3,4,4,3,3,3,3,4,3,2,4,2,1,4,2,0
114,4,4,3,2,0,2,2,3,4,3,3,3,1,2,0,2,2,0,3,0,1,4,2,2,4,4,1,3,3,0,2,4,1,3,3,3,3,2,1,3,0,2,2,2,1,4,0,3,0,3,2,2,0,2,2,3,4,3,3,4,3,3,2,3,4,2,0,4,2,0,0,1,4,0,4
115,3,1,1,4,0,4,1,1,0,4,0,0,0,0,2,3,3,4,0,4,2,0,4,4,4,1,2,4,0,0,0,4,1,1,1,4,4,0,2,2,3,1,1,0,0,1,1,3,1,4,4,0,0,0,4,3,4,0,4,1,4,0,1,4,4,1,0,2,3,4,1,0,3,1,0
116,2,0,0,4,1,0,3,3,3,1,4,0,1,3,2,3,3,3,4,0,0,0,1,0,4,2,0,0,3,1,2,2,2,1,3,1,1,1,1,3,4,1,3,1,3,0,1,3,2,3,4,3,1,3,0,4,0,3,1,1,2,0,0,1,1,0,4,0,0,4,2,4,0,2,1
117,1,2,4,4,2,4,0,1,4,3,2,4,2,4,2,4,4,0,3,4,4,4,1,2,4,2,4,3,1,3,4,4,4,3,1,4,1,4,4,4,4,1,3,4,1,2,3,4,2,4,0,0,4,4,4,4,2,1,4,3,4,3,4,4,4,4,3,4,4,4,2,3,4,4,4
118,0,1,1,2,0,3,4,0,1,1,2,2,2,2,2,2,4,4,3,1,4,2,1,1,0,2,2,1,1,0,0,4,4,0,2,4,1,0,1,3,0,0,1,1,2,0,0,0,1,2,1,1,0,1,0,3,0,4,2,1,1,1,0,0,4,1,1,0,1,1,0,4,0,2,1
119,2,0,3,0,3,0,1,0,0,0,3,3,3,0,3,3,0,1,3,4,1,3,0,1,3,4,3,3,4,0,4,3,3,3,3,0,0,0,0,3,1,0,3,3,2,0,1,1,0,0,3,1,4,0,0,2,4,0,3,3,0,1,0,4,3,3,4,1,4,3,0,0,3,4,0
120,2,1,1,3,2,1,3,3,3,1,3,3,0,3,3,2,3,3,3,3,1,1,0,1,0,1,3,0,3,1,3,3,4,0,3,0,4,3,3,3,1,3,3,4,3,2,3,3,3,1,3,3,3,1,1,1,1,0,0,3,4,3,3,3,1,0,3,3,3,1,2,4,1,0,1
121,0,3,4,1,2,1,3,1,3,0,1,0,2,2,2,1,4,2,4,0,2,4,4,1,1,1,2,1,1,1,1,1,0,4,1,2,3,2,1,3,1,0,1,0,0,1,2,0,1,2,0,1,0,1,2,1,2,2,1,0,3,1,1,0,2,0,1,1,1,1,0,0,1,4,0
122,3,3,4,0,3,4,1,4,4,3,3,2,3,3,4,1,4,3,4,4,2,3,1,3,0,1,2,4,4,2,3,0,4,0,1,3,0,3,3,3,1,4,2,4,0,4,4,1,4,2,4,3,4,0,3,2,2,2,0,3,2,3,0,3,1,4,2,0,2,4,0,3,4,3,4
123,2,1,1,4,2,4,3,4,1,2,3,4,4,0,2,2,0,2,4,3,3,0,4,3,0,0,4,0,3,1,4,1,0,2,3,2,0,2,4,0,4,0,3,3,4,1,3,3,0,3,0,0,0,4,3,3,2,1,4,2,1,4,1,1,0,3,0,0,1,4,3,0,3,2,4
124,1,3,2,1,1,3,1,2,3,2,1,4,3,1,2,1,1,3,1,1,3,3,3,3,3,3,3,1,1,2,0,1,0,1,3,0,3,3,0,1,4,1,2,0,2,0,2,3,1,1,1,4,2,0,3,3,1,3,4,1,0,3,0,2,1,0,2,1,3,0,3,2,2,2,1
125,2,0,2,3,4,3,0,0,2,2,2,1,4,0,2,2,3,2,3,4,0,4,0,1,3,3,4,0,4,2,0,2,4,2,2,0,2,2,0,0,0,0,3,0,2,0,0,3,4,2,4,0,4,0,2,2,3,3,0,3,2,0,0,0,0,2,4,4,2,2,0,0,2,4,2
126,4,4,0,3,1,3,3,0,0,3,4,3,2,3,0,2,3,0,0,4,3,1,4,0,0,1,2,0,1,3,2,2,2,3,3,4,4,2,4,2,0,3,4,0,4,4,3,0,3,0,0,3,2,3,4,3,0,4,4,3,4,3,4,4,1,3,3,0,1,4,4,3,3,3,3
127,2,2,1,0,1,4,1,3,0,1,0,0,4,2,1,1,3,4,0,3,0,1,1,2,2,4,2,3,4,4,1,0,1,0,1,4,2,0,0,2,0,3,2,0,3,1,3,1,2,0,0,2,1,0,1,2,3,3,4,2,4,4,2,0,2,3,0,1,2,3,2,0,4,2,3
128,3,0,1,0,3,2,3,2,0,1,3,0,2,2,1,2,4,2,0,0,1,1,0,4,4,1,3,4,4,4,2,1,4,4,2,3,4,1,4,2,1,3,1,2,2,4,0,4,4,3,0,4,1,3,0,4,0,1,1,1,4,1,1,0,2,1,4,3,0,4,2,0,3,4,1
129,0,3,2,0,1,1,0,1,1,0,2,2,0,2,4,1,2,1,1,3,0,1,3,2,2,1,3,1,1,1,3,4,3,3,1,1,3,2,1,3,4,3,2,1,1,3,1,3,0,0,0,1,3,3,1,1,2,4,1,1,0,3,0,3,0,0,0,3,0,0,1,4,1,2,0
130,2,2,4,2,3,2,4,2,0,4,1,2,0,0,2,0,2,0,4,3,4,3,3,4,3,2,2,0,0,4,0,3,4,0,2,3,1,2,3,3,4,0,2,0,2,3,0,2,4,3,0,3,3,2,0,4,2,3,3,1,4,0,0,3,4,2,4,0,0,0,2,2,1,2,2
131,4,0,1,1,2,3,3,3,3,0,1,1,4,1,0,1,4,0,3,1,3,0,2,3,2,2,3,2,0,1,3,3,1,0,0,4,3,3,0,3,2,3,0,3,4,2,4,1,3,1,1,3,0,0,4,1,3,3,3,1,4,4,0,4,0,0,1,1,3,0,1,3,0,3,3
132,1,2,3,4,3,2,3,4,3,1,0,0,2,2,0,1,4,3,2,0,2,2,0,3,4,0,2,3,0,2,3,1,2,0,1,4,4,2,2,1,4,4,3,1,0,3,3,3,0,0,3,4,2,2,0,3,2,0,2,3,2,3,0,2,1,2,2,3,4,1,3,1,3,1,3
133,3,0,1,3,0,3,3,4,1,3,3,1,3,2,3,1,2,3,1,3,1,3,1,3,3,4,1,0,3,3,3,1,2,3,4,3,3,3,2,1,3,3,4,3,1,1,0,3,2,3,3,2,3,3,0,1,3,3,3,0,1,4,3,3,1,0,0,0,2,3,0,3,3,3,0
134,4,1,1,2,3,2,3,3,1,2,2,2,0,4,4,4,3,2,4,2,2,0,2,3,2,1,1,1,2,2,2,2,2,0,2,4,1,2,2,2,0,4,1,3,3,4,2,4,3,4,4,4,2,4,3,2,2,1,4,3,3,2,2,4,2,2,2,2,3,3,2,2,1,4,2
135,2,3,4,4,0,2,0,1,4,4,4,1,3,0,2,1,0,0,2,0,1,3,2,0,2,4,1,3,3,1,1,0,0,3,2,0,0,2,1,4,0,2,3,1,4,2,1,4,4,1,1,0,0,0,1,1,4,0,0,4,4,1,3,0,4,0,0,0,0,1,3,2,1,4,0
136,4,0,2,4,3,4,2,4,4,3,1,3,2,1,1,3,4,4,4,1,1,3,2,4,4,3,2,2,1,3,1,4,0,4,1,4,2,3,2,3,4,3,3,4,2,4,3,2,0,4,3,1,2,1,0,1,1,3,3,3,4,4,4,4,4,3,4,4,4,4,4,1,3,3,4
137,4,2,0,2,2,0,4,2,1,2,3,4,3,1,2,3,4,2,1,4,0,1,2,3,2,2,2,3,2,1,2,0,2,4,3,3,3,0,2,1,0,1,0,4,2,2,1,4,3,4,1,0,2,4,0,4,2,0,3,2,3,0,3,1,2,2,2,2,4,2,1,0,0,4,2
138,3,0,4,1,4,0,1,1,4,4,1,0,2,1,0,0,1,3,4,4,4,1,4,0,1,1,4,4,2,1,4,2,1,2,1,4,0,4,0,1,4,1,2,4,4,2,3,0,1,0,1,4,4,3,4,0,1,1,2,4,4,0,4,0,2,1,1,0,3,1,0,4,1,4,2
139,3,2,2,1,2,2,1,2,3,0,2,1,4,2,2,1,1,3,2,2,1,2,2,2,1,0,1,2,2,3,1,1,0,1,4,2,2,2,2,2,2,2,1,1,1,2,2,2,0,4,1,4,1,2,4,3,1,2,1,2,2,2,4,3,2,4,1,3,4,1,3,4,2,2,1
140,0,2,1,2,1,1,1,3,2,0,4,4,2,2,3,3,2,3,2,1,3,3,3,2,2,2,4,2,1,0,2,3,1,4,2,0,2,3,3,3,1,1,4,3,2,2,4,2,0,2,2,2,2,3,2,2,2,4,3,1,4,2,1,0,4,1,2,1,4,4,1,1,3,4,2
141,0,0,0,0,0,4,0,3,0,3,4,0,1,4,3,0,0,4,2,3,0,0,1,0,0,0,0,2,0,1,0,1,4,1,1,0,4,0,0,1,0,4,1,4,0,0,0,3,2,4,0,1,1,0,4,4,0,3,1,0,2,0,0,0,4,0,0,2,3,0,1,4,1,4,4
142,0,2,0,2,3,1,1,0,4,0,0,4,3,4,4,3,4,1,1,0,4,4,1,1,0,1,4,4,4,1,4,0,4,4,3,0,0,2,4,1,0,3,0,1,1,0,3,2,0,3,1,4,1,0,2,3,0,0,2,0,4,1,1,2,2,4,1,1,0,2,2,2,0,3,4
143,4,2,1,0,4,4,4,2,4,2,0,0,1,2,0,3,4,0,2,0,0,2,0,0,0,4,3,4,4,0,4,2,2,0,1,0,4,1,1,0,3,3,0,3,3,4,4,0,3,0,4,4,0,1,3,2,2,0,0,4,2,4,0,0,2,1,0,0,0,0,1,0,2,4,0
144,1,1,1,1,1,1,0,3,4,3,0,2,1,3,3,4,4,0,3,3,2,0,2,1,3,2,0,0,1,0,4,4,1,1,4,0,4,4,0,1,1,0,1,3,4,2,3,3,1,0,2,4,2,1,1,1,2,1,4,4,4,3,3,1,1,0,0,0,4,1,2,4,3,0,3
145,2,2,3,3,1,3,3,1,3,3,4,4,2,3,3,3,2,1,3,2,0,4,3,0,2,4,2,1,3,2,2,3,3,4,3,3,3,3,2,0,3,2,3,3,3,3,3,3,4,0,4,3,3,3,4,3,1,4,3,1,0,3,2,3,0,2,1,3,2,1,2,3,2,2,4
146,4,2,4,4,3,1,4,4,1,1,4,3,0,4,4,4,1,4,4,4,2,4,0,4,4,2,4,4,0,0,4,4,4,4,1,4,0,3,0,0,4,1,4,1,1,4,4,4,1,3,4,0,0,4,4,0,3,4,1,1,3,4,2,4,4,2,4,3,1,0,0,1,4,4,2
147,1,2,1,2,2,4,3,1,4,4,2,2,2,2,1,3,0,1,1,2,1,2,3,4,2,2,3,4,4,1,2,2,1,2,1,2,2,1,1,4,0,1,3,1,2,4,2,1,0,1,0,1,4,4,1,2,3,2,2,3,1,1,0,1,4,1,2,4,2,3,0,2,3,4,2
148,0,2,2,0,2,0,2,2,2,3,1,0,0,2,4,2,4,2,4,4,0,2,0,4,1,0,0,0,1,1,0,0,2,0,4,3,0,2,2,2,4,2,2,0,0,4,0,2,4,3,0,2,0,1,2,0,4,0,2,0,0,4,1,1,1,2,3,0,4,2,4,0,4,2,4
149,0,2,0,4,0,2,4,1,0,1,0,0,3,2,4,4,4,4,2,4,3,4,4,4,0,4,0,4,2,1,1,1,1,3,0,3,3,3,4,1,1,2,4,2,1,2,2,1,1,4,4,2,4,2,4,4,2,0,1,4,1,0,0,4,3,2,2,2,4,1,4,2,3,4,1
150,0,1,1,2,1,0,0,2,0,3,0,0,3,0,0,2,0,0,4,2,0,4,0,0,3,1,0,1,2,1,1,1,2,2,0,0,1,0,3,1,0,0,0,3,0,1,3,2,2,1,1,0,1,1,1,1,4,0,0,1,0,2,0,2,4,2,1,0,1,0,4,1,2,0,4
151,0,4,1,1,1,4,1,2,1,2,2,1,4,0,2,1,4,1,1,1,4,3,4,1,1,0,4,2,4,4,3,3,4,1,1,2,4,0,1,1,1,0,0,0,2,1,1,4,1,0,2,1,1,1,3,1,3,1,4,4,1,2,2,2,2,4,3,1,1,2,2,4,4,0,2
152,1,2,2,2,0,1,0,2,0,4,1,4,3,0,2,2,1,4,3,1,2,2,1,1,2,2,2,0,2,1,3,4,1,0,2,1,2,1,2,4,0,1,4,0,4,0,0,2,1,2,1,3,3,2,0,2,1,0,0,1,2,2,1,0,0,2,4,4,1,1,1,2,2,2,4
153,0,4,4,3,3,2,1,2,2,3,1,1,4,1,0,4,2,3,2,2,3,4,4,0,3,4,0,0,0,4,4,4,3,0,1,4,0,4,2,1,0,1,0,0,4,3,1,3,1,2,2,0,1,3,4,0,2,0,0,0,2,1,4,4,4,2,4,0,1,1,4,4,1,2,0
154,4,3,4,3,3,4,3,4,0,2,4,4,0,4,3,2,3,2,3,2,4,4,1,3,4,1,0,3,4,3,2,4,1,2,2,4,4,4,3,0,1,3,2,2,3,4,2,2,2,0,3,3,4,3,0,1,4,4,2,3,0,2,3,4,2,3,2,4,2,4,4,0,1,4,2
155,4,4,1,2,3,4,1,2,4,2,3,3,4,3,3,2,3,2,1,3,4,2,4,1,3,3,2,2,3,1,1,1,3,4,2,3,1,4,2,1,4,2,1,3,1,0,3,4,4,4,4,1,4,0,1,2,0,3,4,4,2,3,4,3,3,4,1,0,0,2,0,4,3,4,4
156,1,1,3,2,3,3,3,4,3,3,0,3,3,3,2,1,2,3,3,2,3,2,1,2,3,1,2,4,1,2,3,2,3,4,3,1,0,2,3,1,3,0,4,3,1,3,3,3,3,0,1,3,4,4,4,1,0,1,3,3,1,0,3,3,3,3,4,1,0,3,3,3,0,3,1
157,2,3,4,4,0,0,0,4,4,4,1,4,4,1,4,0,2,4,4,4,3,4,4,2,4,3,2,4,2,0,4,4,0,2,0,0,1,2,4,4,4,0,4,4,3,4,1,4,1,3,0,3,4,3,1,2,0,4,4,2,4,1,0,0,4,3,0,1,4,4,4,2,2,0,0
158,4,3,0,4,2,0,1,1,1,4,1,1,2,3,0,0,4,4,3,3,4,1,0,3,4,0,0,1,2,1,2,1,2,4,2,2,3,1,4,4,3,4,1,2,0,0,3,2,2,2,1,2,3,3,4,4,1,3,3,3,4,2,2,0,0,0,3,3,4,0,0,4,0,1,4
159,0,4,3,4,2,0,1,4,3,2,1,3,4,0,0,0,2,0,1,1,4,1,3,1,1,3,4,3,0,1,0,3,1,0,0,3,1,1,0,3,0,2,4,1,1,1,3,2,3,4,1,3,1,1,0,4,4,1,1,3,3,2,4,3,1,3,0,1,0,1,1,3,3,4,3
160,3,3,0,3,2,1,4,3,3,0,3,2,4,4,0,4,1,1,3,4,4,2,3,1,3,4,3,4,4,0,2,2,1,3,4,3,1,2,1,2,4,3,2,2,4,2,1,3,1,2,3,2,4,2,2,3,1,3,2,2,3,0,3,4,0,2,3,2,3,2,4,1,2,3,3
161,4,3,1,0,1,1,4,4,1,3,1,2,2,4,1,1,3,1,1,0,1,4,1,1,2,4,3,1,0,1,0,4,0,0,0,0,2,3,4,1,3,1,1,2,1,0,4,1,0,0,1,2,1,3,4,0,4,1,3,1,0,4,2,4,1,2,4,3,1,1,1,1,1,2,4
162,3,2,3,3,4,2,2,2,2,0,3,1,2,0,3,1,3,0,0,3,0,0,1,0,0,4,3,3,3,3,1,0,0,3,3,3,0,1,1,3,0,2,3,4,3,1,1,4,0,1,0,2,4,2,0,0,3,0,4,4,0,2,2,4,4,2,3,0,1,2,0,4,2,1,1
163,1,0,3,0,2,0,0,2,1,0,3,4,0,0,2,3,0,2,3,3,0,4,0,0,0,3,0,0,3,0,0,1,2,0,0,0,2,0,0,3,2,3,0,3,2,0,2,0,2,0,3,2,0,1,4,3,0,2,2,2,3,0,3,2,4,3,3,3,3,2,0,0,4,0,0
164,0,0,4,0,3,0,4,3,3,2,3,0,2,3,3,3,0,2,0,3,2,1,4,4,2,2,2,2,0,0,0,4,1,0,3,2,3,0,0,2,0,3,2,4,3,3,3,0,1,2,0,3,0,4,3,1,2,0,2,3,0,4,1,0,3,4,0,0,3,4,4,3,3,4,3
165,2,3,4,2,2,1,4,2,1,1,2,1,2,1,1,2,1,2,1,2,3,2,4,2,2,1,4,2,4,1,1,0,1,3,1,2,2,1,1,3,0,2,1,4,3,4,1,0,1,2,1,2,2,3,2,1,0,1,2,1,0,2,4,3,1,1,2,4,1,0,4,2,4,2,0
166,0,0,4,2,3,3,4,3,4,2,1,0,2,0,1,0,3,2,4,4,3,3,3,2,4,2,1,3,0,3,4,3,0,3,3,3,1,3,3,3,3,0,1,2,0,3,0,3,1,4,4,1,3,0,3,0,0,1,4,0,0,3,4,3,4,0,4,3,0,3,0,4,0,0,4
167,3,1,1,4,0,0,2,3,2,2,1,3,0,1,3,1,1,0,4,0,1,4,0,3,1,2,1,4,1,4,2,3,0,3,3,3,1,2,2,1,2,3,2,4,3,3,1,2,1,3,0,4,4,0,0,3,0,3,1,1,0,2,0,3,1,0,0,3,1,0,2,2,3,1,4
168,4,3,0,0,0,1,2,0,4,3,1,2,3,1,0,4,3,0,1,0,2,0,3,0,3,2,1,2,2,0,0,0,1,0,1,1,1,3,3,0,3,3,1,4,4,3,0,0,1,2,0,1,3,1,4,0,4,2,1,4,4,3,1,0,0,4,3,0,3,1,0,4,4,0,0
169,4,4,0,4,4,0,4,4,2,4,1,2,0,2,0,0,1,2,0,4,1,3,2,1,2,4,4,0,4,4,4,4,2,0,0,4,4,4,0,2,1,0,4,4,2,2,2,1,4,0,3,2,4,4,0,2,1,2,0,0,4,1,1,3,2,4,4,0,0,0,0,0,4,2,4
170,1,4,0,2,3,1,2,4,3,1,1,1,4,0,1,0,3,4,0,0,0,3,2,2,2,1,4,4,0,0,4,1,2,3,0,4,1,0,2,3,3,4,0,4,0,3,4,2,0,3,3,0,1,4,3,4,1,4,1,0,3,2,0,1,1,4,4,4,4,3,3,2,4,2,4
171,4,2,4,2,0,2,2,4,2,2,4,2,4,2,2,2,0,3,2,4,2,1,2,2,2,0,2,2,4,1,3,2,2,1,2,0,0,3,2,3,2,2,4,2,0,2,3,1,1,1,0,3,4,3,2,0,2,2,4,1,2,3,3,0,2,0,2,0,3,4,2,3,2,0,2
172,1,4,3,3,3,0,0,4,0,3,0,3,4,0,3,2,3,0,2,3,1,3,2,4,1,4,1,0,0,4,1,4,3,3,4,4,0,0,3,4,0,1,1,3,1,0,1,4,0,0,3,3,3,4,3,4,1,0,0,0,0,0,4,3,1,2,0,4,1,2,1,3,1,3,3
173,3,2,3,2,4,4,2,0,2,3,4,2,3,3,3,3,2,4,2,4,4,2,3,0,3,1,3,3,2,3,3,4,1,3,4,1,4,1,3,2,3,4,2,4,3,3,1,3,2,0,4,1,1,3,1,2,3,3,3,3,2,3,3,4,3,4,1,3,4,4,2,3,4,1,1
174,4,3,0,1,1,2,4,0,1,3,0,4,3,3,4,3,3,4,0,0,1,0,4,4,1,1,2,4,1,2,3,1,1,4,2,3,4,2,1,0,4,4,1,0,0,2,0,0,2,0,4,4,0,4,0,1,0,0,0,4,4,4,4,1,1,1,4,0,4,4,0,4,3,2,3
175,4,4,0,1,1,1,3,1,0,0,1,4,2,0,0,2,0,0,2,0,0,0,2,2,2,1,1,0,3,2,1,1,1,2,2,2,1,3,0,1,0,2,0,3,4,2,0,4,0,2,4,1,2,1,2,2,2,0,0,3,3,4,3,3,2,0,2,1,3,3,1,1,2,0,0
176,4,0,3,3,0,3,2,3,1,1,2,3,1,3,1,2,4,3,4,2,3,2,0,1,4,2,4,2,3,1,1,2,0,2,0,3,2,1,1,2,3,1,1,2,3,2,4,2,0,3,2,0,2,3,3,2,0,3,2,1,0,2,0,2,3,1,4,0,2,3,0,1,1,4,2
177,4,1,0,3,0,0,4,3,4,3,3,3,3,3,2,0,0,3,0,4,4,3,0,3,1,3,1,0,0,0,1,4,0,0,1,3,2,4,4,4,3,0,3,3,1,3,0,3,3,3,1,1,2,1,3,3,0,3,0,4,0,3,4,0,3,0,4,3,1,0,4,1,0,0,3
178,2,0,2,2,2,4,2,4,2,2,1,2,2,1,2,1,1,2,1,0,2,2,4,2,2,0,1,4,2,2,2,4,2,2,2,2,1,4,1,4,2,2,1,1,1,2,2,2,4,0,2,2,2,2,1,2,2,3,4,2,3,3,1,1,0,2,0,0,4,0,1,2,2,0,0
